"tac,""vendor"",""platform"",""type"""
"01006100,""Motorola"",""Proprietary"",""Phone"""
"99000058,""ZTE"",""Proprietary"",""Network device"""
"00107800,""PROTO"",""Proprietary"",""Phone"""
"00107900,""PROTO"",""Proprietary"",""Phone"""
"00108000,""PROTO"",""Proprietary"",""Phone"""
"00108042,""PROTO"",""Proprietary"",""Phone"""
"00108082,""PROTO"",""Proprietary"",""Phone"""
"00108100,""PROTO"",""Proprietary"",""Phone"""
"00108200,""PROTO"",""Proprietary"",""Phone"""
"00108300,""PROTO"",""Proprietary"",""Phone"""
"00108400,""PROTO"",""Proprietary"",""Phone"""
"00109052,""PROTO"",""Proprietary"",""Phone"""
"00110072,""PROTO"",""Proprietary"",""Phone"""
"00110101,""PROTO"",""Proprietary"",""Phone"""
"00110660,""PROTO"",""Proprietary"",""Phone"""
"00111011,""PROTO"",""Proprietary"",""Phone"""
"00111042,""PROTO"",""Proprietary"",""Phone"""
"00111111,""PROTO"",""Proprietary"",""Phone"""
"00111960,""PROTO"",""Proprietary"",""Phone"""
"00112072,""PROTO"",""Proprietary"",""Phone"""
"00112222,""PROTO"",""Proprietary"",""Phone"""
"00112233,""PROTO"",""Proprietary"",""Phone"""
"00113082,""PROTO"",""Proprietary"",""Phone"""
"00113974,""PROTO"",""Proprietary"",""Phone"""
"00116000,""PROTO"",""Proprietary"",""Phone"""
"00116600,""PROTO"",""Proprietary"",""Phone"""
"00117052,""PROTO"",""Proprietary"",""Phone"""
"00117788,""PROTO"",""Proprietary"",""Phone"""
"00118102,""PROTO"",""Proprietary"",""Phone"""
"00119032,""PROTO"",""Proprietary"",""Phone"""
"00120000,""PROTO"",""Proprietary"",""Phone"""
"00120072,""PROTO"",""Proprietary"",""Phone"""
"00121042,""PROTO"",""Proprietary"",""Phone"""
"00121102,""PROTO"",""Proprietary"",""Phone"""
"00123032,""PROTO"",""Proprietary"",""Phone"""
"00123101,""PROTO"",""Proprietary"",""Phone"""
"00123456,""PROTO"",""Proprietary"",""Phone"""
"00125665,""PROTO"",""Proprietary"",""Phone"""
"00126062,""PROTO"",""Proprietary"",""Phone"""
"00128052,""PROTO"",""Proprietary"",""Phone"""
"00130032,""PROTO"",""Proprietary"",""Phone"""
"00130042,""PROTO"",""Proprietary"",""Phone"""
"00132001,""PROTO"",""Proprietary"",""Phone"""
"00137974,""PROTO"",""Proprietary"",""Phone"""
"00140825,""PROTO"",""Proprietary"",""Phone"""
"00142579,""PROTO"",""Proprietary"",""Phone"""
"00142856,""PROTO"",""Proprietary"",""Phone"""
"00143039,""PROTO"",""Proprietary"",""Phone"""
"00143205,""PROTO"",""Proprietary"",""Phone"""
"00143225,""PROTO"",""Proprietary"",""Phone"""
"00143228,""PROTO"",""Proprietary"",""Phone"""
"00143238,""PROTO"",""Proprietary"",""Phone"""
"00143649,""PROTO"",""Proprietary"",""Phone"""
"00146560,""PROTO"",""Proprietary"",""Phone"""
"00147348,""PROTO"",""Proprietary"",""Phone"""
"00147960,""PROTO"",""Proprietary"",""Phone"""
"00150527,""PROTO"",""Proprietary"",""Phone"""
"00150608,""PROTO"",""Proprietary"",""Phone"""
"00153000,""PROTO"",""Proprietary"",""Phone"""
"00156832,""PROTO"",""Proprietary"",""Phone"""
"00164305,""PROTO"",""Proprietary"",""Phone"""
"00170000,""PROTO"",""Proprietary"",""Phone"""
"00174003,""PROTO"",""Proprietary"",""Phone"""
"00174557,""PROTO"",""Proprietary"",""Phone"""
"00174569,""PROTO"",""Proprietary"",""Phone"""
"00174571,""PROTO"",""Proprietary"",""Phone"""
"00174573,""PROTO"",""Proprietary"",""Phone"""
"00175097,""PROTO"",""Proprietary"",""Phone"""
"00176526,""PROTO"",""Proprietary"",""Phone"""
"00177876,""PROTO"",""Proprietary"",""Phone"""
"00178254,""PROTO"",""Proprietary"",""Phone"""
"00178499,""PROTO"",""Proprietary"",""Phone"""
"00181857,""PROTO"",""Proprietary"",""Phone"""
"00181861,""PROTO"",""Proprietary"",""Phone"""
"00181865,""PROTO"",""Proprietary"",""Phone"""
"00181964,""PROTO"",""Proprietary"",""Phone"""
"00183783,""PROTO"",""Proprietary"",""Phone"""
"00000000,""FAKE"",""Proprietary"",""Phone"""
"00000001,""FAKE"",""Proprietary"",""Phone"""
"00000002,""FAKE"",""Proprietary"",""Phone"""
"00000003,""FAKE"",""Proprietary"",""Phone"""
"00000004,""FAKE"",""Proprietary"",""Phone"""
"00000005,""FAKE"",""Proprietary"",""Phone"""
"00000006,""FAKE"",""Proprietary"",""Phone"""
"00000007,""FAKE"",""Proprietary"",""Phone"""
"00000008,""FAKE"",""Proprietary"",""Phone"""
"00000009,""FAKE"",""Proprietary"",""Phone"""
"00000010,""FAKE"",""Proprietary"",""Phone"""
"00000011,""FAKE"",""Proprietary"",""Phone"""
"00000012,""FAKE"",""Proprietary"",""Phone"""
"00000013,""FAKE"",""Proprietary"",""Phone"""
"00000014,""FAKE"",""Proprietary"",""Phone"""
"00000015,""FAKE"",""Proprietary"",""Phone"""
"00000016,""FAKE"",""Proprietary"",""Phone"""
"00000017,""FAKE"",""Proprietary"",""Phone"""
"00000018,""FAKE"",""Proprietary"",""Phone"""
"00000019,""FAKE"",""Proprietary"",""Phone"""
"00000020,""FAKE"",""Proprietary"",""Phone"""
"00000021,""FAKE"",""Proprietary"",""Phone"""
"00000022,""FAKE"",""Proprietary"",""Phone"""
"00000023,""FAKE"",""Proprietary"",""Phone"""
"00000024,""FAKE"",""Proprietary"",""Phone"""
"00000025,""FAKE"",""Proprietary"",""Phone"""
"00000026,""FAKE"",""Proprietary"",""Phone"""
"00000027,""FAKE"",""Proprietary"",""Phone"""
"00000028,""FAKE"",""Proprietary"",""Phone"""
"00000029,""FAKE"",""Proprietary"",""Phone"""
"00000030,""FAKE"",""Proprietary"",""Phone"""
"00000031,""FAKE"",""Proprietary"",""Phone"""
"00000032,""FAKE"",""Proprietary"",""Phone"""
"00000033,""FAKE"",""Proprietary"",""Phone"""
"00000034,""FAKE"",""Proprietary"",""Phone"""
"00000035,""FAKE"",""Proprietary"",""Phone"""
"00000036,""FAKE"",""Proprietary"",""Phone"""
"00000037,""FAKE"",""Proprietary"",""Phone"""
"00000038,""FAKE"",""Proprietary"",""Phone"""
"00000039,""FAKE"",""Proprietary"",""Phone"""
"00000040,""FAKE"",""Proprietary"",""Phone"""
"00000041,""FAKE"",""Proprietary"",""Phone"""
"00000042,""FAKE"",""Proprietary"",""Phone"""
"00000043,""FAKE"",""Proprietary"",""Phone"""
"00000044,""FAKE"",""Proprietary"",""Phone"""
"00000045,""FAKE"",""Proprietary"",""Phone"""
"00000046,""FAKE"",""Proprietary"",""Phone"""
"00000047,""FAKE"",""Proprietary"",""Phone"""
"00000048,""FAKE"",""Proprietary"",""Phone"""
"00000049,""FAKE"",""Proprietary"",""Phone"""
"00000050,""FAKE"",""Proprietary"",""Phone"""
"00000051,""FAKE"",""Proprietary"",""Phone"""
"00000052,""FAKE"",""Proprietary"",""Phone"""
"00000053,""FAKE"",""Proprietary"",""Phone"""
"00000054,""FAKE"",""Proprietary"",""Phone"""
"00000055,""FAKE"",""Proprietary"",""Phone"""
"00000056,""FAKE"",""Proprietary"",""Phone"""
"00000057,""FAKE"",""Proprietary"",""Phone"""
"00000058,""FAKE"",""Proprietary"",""Phone"""
"00000059,""FAKE"",""Proprietary"",""Phone"""
"00000060,""FAKE"",""Proprietary"",""Phone"""
"00000061,""FAKE"",""Proprietary"",""Phone"""
"00000062,""FAKE"",""Proprietary"",""Phone"""
"00000063,""FAKE"",""Proprietary"",""Phone"""
"00000064,""FAKE"",""Proprietary"",""Phone"""
"00000065,""FAKE"",""Proprietary"",""Phone"""
"00000066,""FAKE"",""Proprietary"",""Phone"""
"00000067,""FAKE"",""Proprietary"",""Phone"""
"00000068,""FAKE"",""Proprietary"",""Phone"""
"00000069,""FAKE"",""Proprietary"",""Phone"""
"00000070,""FAKE"",""Proprietary"",""Phone"""
"00000071,""FAKE"",""Proprietary"",""Phone"""
"00000072,""FAKE"",""Proprietary"",""Phone"""
"00000073,""FAKE"",""Proprietary"",""Phone"""
"00000074,""FAKE"",""Proprietary"",""Phone"""
"00000075,""FAKE"",""Proprietary"",""Phone"""
"00000076,""FAKE"",""Proprietary"",""Phone"""
"00000078,""FAKE"",""Proprietary"",""Phone"""
"00000079,""FAKE"",""Proprietary"",""Phone"""
"00000080,""FAKE"",""Proprietary"",""Phone"""
"00000081,""FAKE"",""Proprietary"",""Phone"""
"00000082,""FAKE"",""Proprietary"",""Phone"""
"00000083,""FAKE"",""Proprietary"",""Phone"""
"00000084,""FAKE"",""Proprietary"",""Phone"""
"00000086,""FAKE"",""Proprietary"",""Phone"""
"00000087,""FAKE"",""Proprietary"",""Phone"""
"35183905,""Fujitsu"",""Android"",""SmartPhone"""
"00000088,""FAKE"",""Proprietary"",""Phone"""
"00000089,""FAKE"",""Proprietary"",""Phone"""
"00000090,""FAKE"",""Proprietary"",""Phone"""
"00000091,""FAKE"",""Proprietary"",""Phone"""
"00000092,""FAKE"",""Proprietary"",""Phone"""
"00000093,""FAKE"",""Proprietary"",""Phone"""
"00000094,""FAKE"",""Proprietary"",""Phone"""
"00000095,""FAKE"",""Proprietary"",""Phone"""
"00000096,""FAKE"",""Proprietary"",""Phone"""
"00000097,""FAKE"",""Proprietary"",""Phone"""
"00000098,""FAKE"",""Proprietary"",""Phone"""
"00000099,""FAKE"",""Proprietary"",""Phone"""
"00000100,""FAKE"",""Proprietary"",""Phone"""
"00000111,""FAKE"",""Proprietary"",""Phone"""
"00000123,""FAKE"",""Proprietary"",""Phone"""
"00000124,""FAKE"",""Proprietary"",""Phone"""
"00000130,""FAKE"",""Proprietary"",""Phone"""
"00000190,""FAKE"",""Proprietary"",""Phone"""
"00000214,""FAKE"",""Proprietary"",""Phone"""
"00000222,""FAKE"",""Proprietary"",""Phone"""
"00000295,""FAKE"",""Proprietary"",""Phone"""
"00000300,""FAKE"",""Proprietary"",""Phone"""
"00000333,""FAKE"",""Proprietary"",""Phone"""
"00000350,""FAKE"",""Proprietary"",""Phone"""
"00000351,""FAKE"",""Proprietary"",""Phone"""
"00000353,""FAKE"",""Proprietary"",""Phone"""
"00000400,""FAKE"",""Proprietary"",""Phone"""
"00000444,""FAKE"",""Proprietary"",""Phone"""
"00000446,""FAKE"",""Proprietary"",""Phone"""
"00000448,""FAKE"",""Proprietary"",""Phone"""
"00000475,""FAKE"",""Proprietary"",""Phone"""
"00000532,""FAKE"",""Proprietary"",""Phone"""
"00000585,""FAKE"",""Proprietary"",""Phone"""
"00000606,""FAKE"",""Proprietary"",""Phone"""
"00000820,""FAKE"",""Proprietary"",""Phone"""
"00000888,""FAKE"",""Proprietary"",""Phone"""
"00000903,""FAKE"",""Proprietary"",""Phone"""
"00000989,""FAKE"",""Proprietary"",""Phone"""
"00000999,""FAKE"",""Proprietary"",""Phone"""
"00001000,""FAKE"",""Proprietary"",""Phone"""
"00001011,""FAKE"",""Proprietary"",""Phone"""
"00001055,""FAKE"",""Proprietary"",""Phone"""
"00001110,""FAKE"",""Proprietary"",""Phone"""
"00001111,""FAKE"",""Proprietary"",""Phone"""
"00001230,""FAKE"",""Proprietary"",""Phone"""
"00001567,""FAKE"",""Proprietary"",""Phone"""
"00001728,""FAKE"",""Proprietary"",""Phone"""
"00001736,""FAKE"",""Proprietary"",""Phone"""
"00001796,""FAKE"",""Proprietary"",""Phone"""
"00001904,""FAKE"",""Proprietary"",""Phone"""
"00002119,""FAKE"",""Proprietary"",""Phone"""
"00002222,""FAKE"",""Proprietary"",""Phone"""
"00002404,""FAKE"",""Proprietary"",""Phone"""
"00002804,""FAKE"",""Proprietary"",""Phone"""
"00003000,""FAKE"",""Proprietary"",""Phone"""
"00003069,""FAKE"",""Proprietary"",""Phone"""
"00003071,""FAKE"",""Proprietary"",""Phone"""
"00003547,""FAKE"",""Proprietary"",""Phone"""
"00003680,""FAKE"",""Proprietary"",""Phone"""
"00003855,""FAKE"",""Proprietary"",""Phone"""
"00003990,""FAKE"",""Proprietary"",""Phone"""
"00004400,""FAKE"",""Proprietary"",""Phone"""
"00004444,""FAKE"",""Proprietary"",""Phone"""
"00005001,""FAKE"",""Proprietary"",""Phone"""
"00005017,""FAKE"",""Proprietary"",""Phone"""
"00006614,""FAKE"",""Proprietary"",""Phone"""
"00006691,""FAKE"",""Proprietary"",""Phone"""
"00009999,""FAKE"",""Proprietary"",""Phone"""
"00010100,""FAKE"",""Proprietary"",""Phone"""
"00010219,""FAKE"",""Proprietary"",""Phone"""
"00010400,""FAKE"",""Proprietary"",""Phone"""
"00011122,""FAKE"",""Proprietary"",""Phone"""
"00012000,""FAKE"",""Proprietary"",""Phone"""
"00012100,""FAKE"",""Proprietary"",""Phone"""
"00012300,""FAKE"",""Proprietary"",""Phone"""
"00012345,""FAKE"",""Proprietary"",""Phone"""
"00012560,""FAKE"",""Proprietary"",""Phone"""
"00014430,""FAKE"",""Proprietary"",""Phone"""
"00014530,""FAKE"",""Proprietary"",""Phone"""
"00014560,""FAKE"",""Proprietary"",""Phone"""
"00015673,""FAKE"",""Proprietary"",""Phone"""
"00015858,""FAKE"",""Proprietary"",""Phone"""
"00017400,""FAKE"",""Proprietary"",""Phone"""
"00017480,""FAKE"",""Proprietary"",""Phone"""
"00030000,""FAKE"",""Proprietary"",""Phone"""
"00055899,""FAKE"",""Proprietary"",""Phone"""
"35729204,""Fujitsu"",""Proprietary"",""Phone"""
"00060530,""FAKE"",""Proprietary"",""Phone"""
"00060560,""FAKE"",""Proprietary"",""Phone"""
"00060630,""FAKE"",""Proprietary"",""Phone"""
"00062955,""FAKE"",""Proprietary"",""Phone"""
"00066010,""FAKE"",""Proprietary"",""Phone"""
"00066277,""FAKE"",""Proprietary"",""Phone"""
"00068518,""FAKE"",""Proprietary"",""Phone"""
"00077010,""FAKE"",""Proprietary"",""Phone"""
"00077777,""FAKE"",""Proprietary"",""Phone"""
"00078749,""FAKE"",""Proprietary"",""Phone"""
"00083507,""FAKE"",""Proprietary"",""Phone"""
"00083530,""FAKE"",""Proprietary"",""Phone"""
"00084800,""FAKE"",""Proprietary"",""Phone"""
"00085071,""FAKE"",""Proprietary"",""Phone"""
"00093852,""FAKE"",""Proprietary"",""Phone"""
"00099560,""FAKE"",""Proprietary"",""Phone"""
"00099900,""FAKE"",""Proprietary"",""Phone"""
"00099990,""FAKE"",""Proprietary"",""Phone"""
"00100000,""PROTO"",""Proprietary"",""Phone"""
"00100010,""PROTO"",""Proprietary"",""Phone"""
"00100100,""PROTO"",""Proprietary"",""Phone"""
"00100200,""PROTO"",""Proprietary"",""Phone"""
"00100201,""PROTO"",""Proprietary"",""Phone"""
"00100202,""PROTO"",""Proprietary"",""Phone"""
"00100203,""PROTO"",""Proprietary"",""Phone"""
"00100204,""PROTO"",""Proprietary"",""Phone"""
"00100205,""PROTO"",""Proprietary"",""Phone"""
"00100206,""PROTO"",""Proprietary"",""Phone"""
"00100207,""PROTO"",""Proprietary"",""Phone"""
"00100208,""PROTO"",""Proprietary"",""Phone"""
"00100209,""PROTO"",""Proprietary"",""Phone"""
"00100210,""PROTO"",""Proprietary"",""Phone"""
"00100211,""PROTO"",""Proprietary"",""Phone"""
"00100212,""PROTO"",""Proprietary"",""Phone"""
"00100213,""PROTO"",""Proprietary"",""Phone"""
"00100214,""PROTO"",""Proprietary"",""Phone"""
"00100215,""PROTO"",""Proprietary"",""Phone"""
"00100216,""PROTO"",""Proprietary"",""Phone"""
"00100217,""PROTO"",""Proprietary"",""Phone"""
"00100218,""PROTO"",""Proprietary"",""Phone"""
"00100219,""PROTO"",""Proprietary"",""Phone"""
"00100220,""PROTO"",""Proprietary"",""Phone"""
"00100221,""PROTO"",""Proprietary"",""Phone"""
"00100222,""PROTO"",""Proprietary"",""Phone"""
"00100223,""PROTO"",""Proprietary"",""Phone"""
"00100224,""PROTO"",""Proprietary"",""Phone"""
"00100225,""PROTO"",""Proprietary"",""Phone"""
"00100226,""PROTO"",""Proprietary"",""Phone"""
"00100227,""PROTO"",""Proprietary"",""Phone"""
"00100228,""PROTO"",""Proprietary"",""Phone"""
"00100229,""PROTO"",""Proprietary"",""Phone"""
"00100230,""PROTO"",""Proprietary"",""Phone"""
"00100231,""PROTO"",""Proprietary"",""Phone"""
"00100232,""PROTO"",""Proprietary"",""Phone"""
"00100233,""PROTO"",""Proprietary"",""Phone"""
"00100234,""PROTO"",""Proprietary"",""Phone"""
"00100235,""PROTO"",""Proprietary"",""Phone"""
"00100236,""PROTO"",""Proprietary"",""Phone"""
"00100237,""PROTO"",""Proprietary"",""Phone"""
"00100238,""PROTO"",""Proprietary"",""Phone"""
"00100239,""PROTO"",""Proprietary"",""Phone"""
"00100240,""PROTO"",""Proprietary"",""Phone"""
"00100241,""PROTO"",""Proprietary"",""Phone"""
"00100242,""PROTO"",""Proprietary"",""Phone"""
"00100243,""PROTO"",""Proprietary"",""Phone"""
"00100244,""PROTO"",""Proprietary"",""Phone"""
"00100245,""PROTO"",""Proprietary"",""Phone"""
"00100246,""PROTO"",""Proprietary"",""Phone"""
"00100247,""PROTO"",""Proprietary"",""Phone"""
"00100248,""PROTO"",""Proprietary"",""Phone"""
"00100249,""PROTO"",""Proprietary"",""Phone"""
"00100250,""PROTO"",""Proprietary"",""Phone"""
"00100251,""PROTO"",""Proprietary"",""Phone"""
"00100252,""PROTO"",""Proprietary"",""Phone"""
"00100253,""PROTO"",""Proprietary"",""Phone"""
"00100254,""PROTO"",""Proprietary"",""Phone"""
"00100255,""PROTO"",""Proprietary"",""Phone"""
"00100256,""PROTO"",""Proprietary"",""Phone"""
"00100257,""PROTO"",""Proprietary"",""Phone"""
"00100258,""PROTO"",""Proprietary"",""Phone"""
"00100259,""PROTO"",""Proprietary"",""Phone"""
"00100261,""PROTO"",""Proprietary"",""Phone"""
"35794204,""Fujitsu"",""Android"",""SmartPhone"""
"00100263,""PROTO"",""Proprietary"",""Phone"""
"00100264,""PROTO"",""Proprietary"",""Phone"""
"00100265,""PROTO"",""Proprietary"",""Phone"""
"00100266,""PROTO"",""Proprietary"",""Phone"""
"00100267,""PROTO"",""Proprietary"",""Phone"""
"00100268,""PROTO"",""Proprietary"",""Phone"""
"00100269,""PROTO"",""Proprietary"",""Phone"""
"00100270,""PROTO"",""Proprietary"",""Phone"""
"00100271,""PROTO"",""Proprietary"",""Phone"""
"00100272,""PROTO"",""Proprietary"",""Phone"""
"00100273,""PROTO"",""Proprietary"",""Phone"""
"00100274,""PROTO"",""Proprietary"",""Phone"""
"00100275,""PROTO"",""Proprietary"",""Phone"""
"00100276,""PROTO"",""Proprietary"",""Phone"""
"00100277,""PROTO"",""Proprietary"",""Phone"""
"00100278,""PROTO"",""Proprietary"",""Phone"""
"00100279,""PROTO"",""Proprietary"",""Phone"""
"00100280,""PROTO"",""Proprietary"",""Phone"""
"00100281,""PROTO"",""Proprietary"",""Phone"""
"00100282,""PROTO"",""Proprietary"",""Phone"""
"00100283,""PROTO"",""Proprietary"",""Phone"""
"00100284,""PROTO"",""Proprietary"",""Phone"""
"00100285,""PROTO"",""Proprietary"",""Phone"""
"00100286,""PROTO"",""Proprietary"",""Phone"""
"00100287,""PROTO"",""Proprietary"",""Phone"""
"00100288,""PROTO"",""Proprietary"",""Phone"""
"00100289,""PROTO"",""Proprietary"",""Phone"""
"00100290,""PROTO"",""Proprietary"",""Phone"""
"00100291,""PROTO"",""Proprietary"",""Phone"""
"00100292,""PROTO"",""Proprietary"",""Phone"""
"00100293,""PROTO"",""Proprietary"",""Phone"""
"00100294,""PROTO"",""Proprietary"",""Phone"""
"00100295,""PROTO"",""Proprietary"",""Phone"""
"00100296,""PROTO"",""Proprietary"",""Phone"""
"00100297,""PROTO"",""Proprietary"",""Phone"""
"00100298,""PROTO"",""Proprietary"",""Phone"""
"00100299,""PROTO"",""Proprietary"",""Phone"""
"00100300,""PROTO"",""Proprietary"",""Phone"""
"00100301,""PROTO"",""Proprietary"",""Phone"""
"00100302,""PROTO"",""Proprietary"",""Phone"""
"00100303,""PROTO"",""Proprietary"",""Phone"""
"00100304,""PROTO"",""Proprietary"",""Phone"""
"00100305,""PROTO"",""Proprietary"",""Phone"""
"00100306,""PROTO"",""Proprietary"",""Phone"""
"00100307,""PROTO"",""Proprietary"",""Phone"""
"00100308,""PROTO"",""Proprietary"",""Phone"""
"00100309,""PROTO"",""Proprietary"",""Phone"""
"00100310,""PROTO"",""Proprietary"",""Phone"""
"00100311,""PROTO"",""Proprietary"",""Phone"""
"00100312,""PROTO"",""Proprietary"",""Phone"""
"00100313,""PROTO"",""Proprietary"",""Phone"""
"00100314,""PROTO"",""Proprietary"",""Phone"""
"00100315,""PROTO"",""Proprietary"",""Phone"""
"00100316,""PROTO"",""Proprietary"",""Phone"""
"00100317,""PROTO"",""Proprietary"",""Phone"""
"00100318,""PROTO"",""Proprietary"",""Phone"""
"00100319,""PROTO"",""Proprietary"",""Phone"""
"00100320,""PROTO"",""Proprietary"",""Phone"""
"00100321,""PROTO"",""Proprietary"",""Phone"""
"00100322,""PROTO"",""Proprietary"",""Phone"""
"00100323,""PROTO"",""Proprietary"",""Phone"""
"00100324,""PROTO"",""Proprietary"",""Phone"""
"00100325,""PROTO"",""Proprietary"",""Phone"""
"00100326,""PROTO"",""Proprietary"",""Phone"""
"00100327,""PROTO"",""Proprietary"",""Phone"""
"00100328,""PROTO"",""Proprietary"",""Phone"""
"00100329,""PROTO"",""Proprietary"",""Phone"""
"00100262,""PROTO"",""Proprietary"",""Phone"""
"00100330,""PROTO"",""Proprietary"",""Phone"""
"00100331,""PROTO"",""Proprietary"",""Phone"""
"00100332,""PROTO"",""Proprietary"",""Phone"""
"00100333,""PROTO"",""Proprietary"",""Phone"""
"00100334,""PROTO"",""Proprietary"",""Phone"""
"00100335,""PROTO"",""Proprietary"",""Phone"""
"00100336,""PROTO"",""Proprietary"",""Phone"""
"00100338,""PROTO"",""Proprietary"",""Phone"""
"00100339,""PROTO"",""Proprietary"",""Phone"""
"00100340,""PROTO"",""Proprietary"",""Phone"""
"00100341,""PROTO"",""Proprietary"",""Phone"""
"00100342,""PROTO"",""Proprietary"",""Phone"""
"00100343,""PROTO"",""Proprietary"",""Phone"""
"35729304,""Fujitsu"",""Android"",""SmartPhone"""
"00100345,""PROTO"",""Proprietary"",""Phone"""
"00100346,""PROTO"",""Proprietary"",""Phone"""
"00100347,""PROTO"",""Proprietary"",""Phone"""
"00100348,""PROTO"",""Proprietary"",""Phone"""
"00100349,""PROTO"",""Proprietary"",""Phone"""
"00100350,""PROTO"",""Proprietary"",""Phone"""
"00100351,""PROTO"",""Proprietary"",""Phone"""
"00100352,""PROTO"",""Proprietary"",""Phone"""
